id,domain,criterion,status,evidence,priority
A11Y-07,Accesibilidad,La transición tiene un motivo narrativo claro.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
A11Y-08,Accesibilidad,El usuario recibe una respuesta reconocible.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
A11Y-09,Accesibilidad,La interacción puede operarse con teclado.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
A11Y-10,Accesibilidad,El estado activo queda comunicado.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
A11Y-11,Accesibilidad,La experiencia funciona sin depender de una imagen concreta.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
A11Y-12,Accesibilidad,La decisión conserva la voz profesional del sitio.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
A11Y-13,Accesibilidad,El contenido aporta evidencia y no solo atmósfera.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
A11Y-14,Accesibilidad,La solución es coherente en escritorio y móvil.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
A11Y-15,Accesibilidad,La carga o respuesta no introduce fricción injustificada.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
A11Y-16,Accesibilidad,La decisión puede validarse mediante una prueba observable.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
A11Y-17,Accesibilidad,La solución es suficientemente distintiva para ser recordada.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
A11Y-18,Accesibilidad,El usuario puede recuperarse de un error o cierre.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
A11Y-19,Accesibilidad,La decisión respeta el principio de revelación progresiva.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
A11Y-20,Accesibilidad,El conjunto forma una Gestalt completa y legible.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
RESP-01,Responsive,La intención se entiende sin explicación externa.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
RESP-02,Responsive,La jerarquía dirige la mirada al siguiente paso.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
RESP-03,Responsive,La relación entre forma y función es visible.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-04,Responsive,El elemento mantiene continuidad con el sistema global.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-05,Responsive,La decisión evita ruido visual innecesario.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-06,Responsive,El contraste permite lectura y orientación.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
RESP-07,Responsive,La transición tiene un motivo narrativo claro.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-08,Responsive,El usuario recibe una respuesta reconocible.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
RESP-09,Responsive,La interacción puede operarse con teclado.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
RESP-10,Responsive,El estado activo queda comunicado.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-11,Responsive,La experiencia funciona sin depender de una imagen concreta.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-12,Responsive,La decisión conserva la voz profesional del sitio.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-13,Responsive,El contenido aporta evidencia y no solo atmósfera.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
RESP-14,Responsive,La solución es coherente en escritorio y móvil.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
RESP-15,Responsive,La carga o respuesta no introduce fricción injustificada.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
RESP-16,Responsive,La decisión puede validarse mediante una prueba observable.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-17,Responsive,La solución es suficientemente distintiva para ser recordada.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-18,Responsive,El usuario puede recuperarse de un error o cierre.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-19,Responsive,La decisión respeta el principio de revelación progresiva.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
RESP-20,Responsive,El conjunto forma una Gestalt completa y legible.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
PERF-01,Rendimiento y robustez,La intención se entiende sin explicación externa.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
PERF-02,Rendimiento y robustez,La jerarquía dirige la mirada al siguiente paso.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
PERF-03,Rendimiento y robustez,La relación entre forma y función es visible.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-04,Rendimiento y robustez,El elemento mantiene continuidad con el sistema global.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-05,Rendimiento y robustez,La decisión evita ruido visual innecesario.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-06,Rendimiento y robustez,El contraste permite lectura y orientación.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
PERF-07,Rendimiento y robustez,La transición tiene un motivo narrativo claro.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-08,Rendimiento y robustez,El usuario recibe una respuesta reconocible.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
PERF-09,Rendimiento y robustez,La interacción puede operarse con teclado.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
PERF-10,Rendimiento y robustez,El estado activo queda comunicado.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-11,Rendimiento y robustez,La experiencia funciona sin depender de una imagen concreta.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-12,Rendimiento y robustez,La decisión conserva la voz profesional del sitio.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-13,Rendimiento y robustez,El contenido aporta evidencia y no solo atmósfera.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
PERF-14,Rendimiento y robustez,La solución es coherente en escritorio y móvil.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
PERF-15,Rendimiento y robustez,La carga o respuesta no introduce fricción injustificada.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
PERF-16,Rendimiento y robustez,La decisión puede validarse mediante una prueba observable.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-17,Rendimiento y robustez,La solución es suficientemente distintiva para ser recordada.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-18,Rendimiento y robustez,El usuario puede recuperarse de un error o cierre.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-19,Rendimiento y robustez,La decisión respeta el principio de revelación progresiva.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
PERF-20,Rendimiento y robustez,El conjunto forma una Gestalt completa y legible.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
END-01,Contacto y cierre,La intención se entiende sin explicación externa.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
END-02,Contacto y cierre,La jerarquía dirige la mirada al siguiente paso.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
END-03,Contacto y cierre,La relación entre forma y función es visible.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-04,Contacto y cierre,El elemento mantiene continuidad con el sistema global.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-05,Contacto y cierre,La decisión evita ruido visual innecesario.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-06,Contacto y cierre,El contraste permite lectura y orientación.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
END-07,Contacto y cierre,La transición tiene un motivo narrativo claro.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-08,Contacto y cierre,El usuario recibe una respuesta reconocible.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
END-09,Contacto y cierre,La interacción puede operarse con teclado.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
END-10,Contacto y cierre,El estado activo queda comunicado.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-11,Contacto y cierre,La experiencia funciona sin depender de una imagen concreta.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-12,Contacto y cierre,La decisión conserva la voz profesional del sitio.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-13,Contacto y cierre,El contenido aporta evidencia y no solo atmósfera.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
END-14,Contacto y cierre,La solución es coherente en escritorio y móvil.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
END-15,Contacto y cierre,La carga o respuesta no introduce fricción injustificada.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
END-16,Contacto y cierre,La decisión puede validarse mediante una prueba observable.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-17,Contacto y cierre,La solución es suficientemente distintiva para ser recordada.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-18,Contacto y cierre,El usuario puede recuperarse de un error o cierre.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-19,Contacto y cierre,La decisión respeta el principio de revelación progresiva.,revisado,Auditoría de recorrido y consistencia Gestalt,P2
END-20,Contacto y cierre,El conjunto forma una Gestalt completa y legible.,revisado,Auditoría de recorrido y consistencia Gestalt,P1
