id,category,rule,applied,evidence,validation
BEL-167,ACCESIBILIDAD,El contraste debe cumplir una lectura razonable.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-168,ACCESIBILIDAD,Los overlays deben tener role y aria adecuados.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-169,ACCESIBILIDAD,La animación debe respetar prefers-reduced-motion.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-170,ACCESIBILIDAD,La experiencia debe ser operable sin ratón.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-171,RESPONSIVE,El hero debe conservar composición en móvil.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-172,RESPONSIVE,El protocolo largo debe envolver sin desbordar.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-173,RESPONSIVE,Los filtros deben poder desplazarse horizontalmente.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-174,RESPONSIVE,Los tabs deben conservar targets táctiles.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-175,RESPONSIVE,El modal debe caber en viewport estrecho.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-176,RESPONSIVE,El timeline debe apilarse sin perder secuencia.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-177,RESPONSIVE,La metadata debe romperse con intención.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-178,RESPONSIVE,Las escenas HTML deben leer bien en 375 px.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-179,RESPONSIVE,La navegación móvil debe ser clara.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-180,RESPONSIVE,Ningún elemento debe crear scroll horizontal accidental.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-181,RENDIMIENTO,Home debe cargar de forma lazy cuando sea posible.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-182,RENDIMIENTO,Los vendors deben dividirse.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-183,RENDIMIENTO,El chunk principal no debe emitir warning evitable.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-184,RENDIMIENTO,Las imágenes deben vivir fuera del source bundle.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-185,RENDIMIENTO,Las animaciones deben priorizar transform y opacity.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-186,RENDIMIENTO,El CSS debe evitar repaints masivos.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-187,RENDIMIENTO,El preloader no debe bloquear reduced motion.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-188,RENDIMIENTO,El build debe ser reproducible.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-189,RENDIMIENTO,Las escenas estáticas deben cargar sin React.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-190,RENDIMIENTO,Core Web Vitals debe medirse en dispositivo real antes de competir.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-191,PUBLICACION,El build debe pasar antes del checkpoint.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-192,PUBLICACION,El dominio publicado debe comprobarse.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-193,PUBLICACION,GitHub debe recibir el estado final mediante el flujo conectado.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-194,PUBLICACION,La rama principal debe quedar sincronizada.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-195,PUBLICACION,El README o documentación debe explicar el sistema.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-196,PUBLICACION,Los criterios aplicados deben quedar auditables.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-197,PUBLICACION,Las escenas HTML deben existir en producción.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-198,PUBLICACION,El screenshot de candidatura debe mostrar estado completo.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-199,PUBLICACION,La obra debe presentarse como original y completa.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
BEL-200,PUBLICACION,La publicación debe ser reversible mediante checkpoint.,sí,"Sistema React, escenas Gestalt, CSS, HTML, metadata o checks según categoría",build / visual / structural / manual
