id,domain,scope,lens,impact,criterion,status
LA-03-03,Layout,"composición, ritmo y espacio",hierarchy,alto,"En composición, ritmo y espacio, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-03-04,Layout,"composición, ritmo y espacio",hierarchy,alto,"En composición, ritmo y espacio, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-03-05,Layout,"composición, ritmo y espacio",hierarchy,alto,"En composición, ritmo y espacio, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-03-06,Layout,"composición, ritmo y espacio",hierarchy,alto,"En composición, ritmo y espacio, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-03-07,Layout,"composición, ritmo y espacio",hierarchy,alto,"En composición, ritmo y espacio, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-03-08,Layout,"composición, ritmo y espacio",hierarchy,alto,"En composición, ritmo y espacio, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-03-09,Layout,"composición, ritmo y espacio",hierarchy,alto,"En composición, ritmo y espacio, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-03-10,Layout,"composición, ritmo y espacio",hierarchy,alto,"En composición, ritmo y espacio, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-01,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-02,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-03,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-04,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-05,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-06,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-07,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-08,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-09,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-04-10,Layout,"composición, ritmo y espacio",coherence,alto,"En composición, ritmo y espacio, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-01,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-02,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-03,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-04,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-05,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-06,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-07,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-08,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-09,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-05-10,Layout,"composición, ritmo y espacio",inclusion,crítico,"En composición, ritmo y espacio, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-01,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-02,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-03,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-04,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-05,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-06,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-07,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-08,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-09,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-06-10,Layout,"composición, ritmo y espacio",feedback,alto,"En composición, ritmo y espacio, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-01,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-02,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-03,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-04,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-05,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-06,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-07,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-08,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-09,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-07-10,Layout,"composición, ritmo y espacio",performance,crítico,"En composición, ritmo y espacio, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-01,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-02,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-03,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-04,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-05,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-06,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-07,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-08,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-09,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-08-10,Layout,"composición, ritmo y espacio",responsive,crítico,"En composición, ritmo y espacio, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-01,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-02,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-03,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-04,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-05,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-06,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-07,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-08,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-09,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-09-10,Layout,"composición, ritmo y espacio",distinctiveness,alto,"En composición, ritmo y espacio, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-01,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-02,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-03,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-04,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-05,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-06,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-07,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-08,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-09,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LA-10-10,Layout,"composición, ritmo y espacio",verification,crítico,"En composición, ritmo y espacio, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-01,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-02,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-03,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-04,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-05,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-06,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-07,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-08,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-09,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-01-10,Motion,"animación, tiempo y transición",intent,estratégico,"En animación, tiempo y transición, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-01,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-02,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-03,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-04,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-05,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-06,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-07,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-08,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-09,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-02-10,Motion,"animación, tiempo y transición",audience,alto,"En animación, tiempo y transición, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-01,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-02,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-03,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-04,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-05,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-06,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-07,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-08,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-09,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-03-10,Motion,"animación, tiempo y transición",hierarchy,alto,"En animación, tiempo y transición, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-01,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-02,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-03,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-04,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-05,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-06,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-07,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-08,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-09,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-04-10,Motion,"animación, tiempo y transición",coherence,alto,"En animación, tiempo y transición, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-05-01,Motion,"animación, tiempo y transición",inclusion,crítico,"En animación, tiempo y transición, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-05-02,Motion,"animación, tiempo y transición",inclusion,crítico,"En animación, tiempo y transición, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-05-03,Motion,"animación, tiempo y transición",inclusion,crítico,"En animación, tiempo y transición, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
MO-05-04,Motion,"animación, tiempo y transición",inclusion,crítico,"En animación, tiempo y transición, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
